OBJECTID,codigo_ine,UGL_SG,NOMBRE,area_m2,SHAPE.STLength(),uso_suelo
334,18021,5.0,,4048.91161869,257.3852599708818,Sistemas Generales. Equipamientos
335,18021,5.0,,17922.417285085,550.2235735364187,Sistemas Generales. Equipamientos
336,18021,5.0,,1407.750851095,165.49559743177906,Sistemas Generales. Equipamientos
337,18021,4.0,,2967.88936863,328.57611138302605,Sistemas Generales. Espacios libres
338,18021,4.0,,269.691867135,83.69577460752551,Sistemas Generales. Espacios libres
339,18021,1.0,,2579.150376755,253.5417802964137,Industrial
340,18021,4.0,,827.815933915,130.82014468026188,Sistemas Generales. Espacios libres
341,18021,4.0,,927.384722525,132.97476183618562,Sistemas Generales. Espacios libres
342,18021,4.0,,265.18702422,80.58079638489541,Sistemas Generales. Espacios libres
343,18021,5.0,,942.6016778,128.11233250416302,Sistemas Generales. Equipamientos
344,18021,5.0,,15094.93565646,578.0499031957024,Sistemas Generales. Equipamientos
345,18021,4.0,,406.07763276,94.44706178124545,Sistemas Generales. Espacios libres
346,18021,4.0,,488.3241893,117.95998893588835,Sistemas Generales. Espacios libres
347,18021,4.0,,1889.491908715,433.7421253852346,Sistemas Generales. Espacios libres
348,18021,5.0,,8852.285815385,416.32751418634734,Sistemas Generales. Equipamientos
349,18021,5.0,,7966.644040985,427.3709399760196,Sistemas Generales. Equipamientos
350,18021,4.0,,653.545568005,163.89585207392994,Sistemas Generales. Espacios libres
351,18021,4.0,,72.230061005,46.841985545474685,Sistemas Generales. Espacios libres
352,18021,4.0,,610.39965248,362.168758455562,Sistemas Generales. Espacios libres
353,18021,4.0,,403.3417167,82.76876782528397,Sistemas Generales. Espacios libres
354,18021,2.0,,1777167.558640775,24690.864233908025,Residencial
355,18021,2.0,,122760.381248,4471.0861009481705,Residencial
356,18021,4.0,,779.028919085,117.3489171611794,Sistemas Generales. Espacios libres
357,18021,4.0,,620.351607225,236.75561765726627,Sistemas Generales. Espacios libres
358,18021,4.0,,421.81786299,77.6185408403498,Sistemas Generales. Espacios libres
359,18021,1.0,,39376.83905274,974.5597712129753,Industrial
360,18021,5.0,,784.259994515,114.10826822047974,Sistemas Generales. Equipamientos
361,18023,5.0,SG-EQ-01A,45980.234737975,1165.531603921267,Sistemas Generales. Equipamientos
362,18023,5.0,SG-EQ-08,555.0414104,102.34389639238951,Sistemas Generales. Equipamientos
363,18023,5.0,SG-EQ-09,508.127606385,91.77130791621173,Sistemas Generales. Equipamientos
364,18023,2.0,,1948584.37551494,30261.549616021108,Residencial
365,18023,5.0,SG-EQ-07,1187.400020985,147.63336025446375,Sistemas Generales. Equipamientos
366,18023,4.0,SG-EL-02,14791.7141262,660.0229323930718,Sistemas Generales. Espacios libres
367,18023,5.0,SG-EQ-18,652.30405,101.80030097764084,Sistemas Generales. Equipamientos
368,18023,1.0,,253302.0494484,2217.545580291652,Industrial
369,18023,5.0,SG-EQ-19,429.40938623,84.69663756907006,Sistemas Generales. Equipamientos
370,18023,2.0,,40544.70963019,1890.0114088787402,Residencial
371,18023,5.0,SG-EQ-13,607.896906635,130.95270403287543,Sistemas Generales. Equipamientos
372,18023,5.0,SG-EQ-12,616.884337075,105.56910046471057,Sistemas Generales. Equipamientos
373,18023,2.0,,40766.083723325,2836.769974837556,Residencial
374,18023,4.0,SG-EL-01 (PEPCH-01),12808.4316735,649.1114034771565,Sistemas Generales. Espacios libres
375,18023,4.0,SG-EL-03,8874.4803342,374.6221236269154,Sistemas Generales. Espacios libres
376,18023,1.0,,112129.958137425,2550.4716358772866,Industrial
377,18023,2.0,,33758.08993448,1996.3769039823774,Residencial
378,18023,5.0,SG-EQ-20,41095.973497565,839.6803745739272,Sistemas Generales. Equipamientos
379,18023,5.0,SG-EQ-21,884.77330464,146.5035524572845,Sistemas Generales. Equipamientos
380,18023,5.0,SG-EQ-16,7807.839876665,395.2070387443643,Sistemas Generales. Equipamientos
381,18023,5.0,SG-EQ-10,986.26405001,129.65925262101783,Sistemas Generales. Equipamientos
382,18023,5.0,SG-EQ-17,2822.513202785,227.72913278791825,Sistemas Generales. Equipamientos
383,18023,5.0,SG-EQ-15,4943.81996706,285.2604639408143,Sistemas Generales. Equipamientos
384,18023,5.0,SG-EQ-11,448.020608,99.17205369117978,Sistemas Generales. Equipamientos
385,18023,1.0,PERI-02,11655.445594535,450.42375759818333,Industrial
386,18023,6.0,SG-INF-02,9427.77710588,426.63980003308177,Sistemas Generales. Infraestructuras
387,18023,5.0,SG-EQ-14,1105.218678,137.2211154141625,Sistemas Generales. Equipamientos
388,18023,2.0,,36970.272174365,980.2409419889262,Residencial
389,18023,2.0,PEPCH-01,5552.33220626,1186.8520438549713,Residencial
390,18023,5.0,SG-EQ-22,402.51414,81.33284814622125,Sistemas Generales. Equipamientos
391,18023,2.0,,89667.215146715,3140.4434214102344,Residencial
392,18027,2.0,,760520.702073135,12115.27916665106,Residencial
393,18027,1.0,,55866.47259853,1014.8715417483427,Industrial
394,18028,2.0,,224917.065638735,2887.5307719699445,Residencial
395,18028,2.0,,25989.455962085,987.659481979658,Residencial
396,18028,2.0,,13648.380331785,699.4895619342665,Residencial
397,18029,2.0,,106104.36478767,2282.9019122755035,Residencial
398,18029,1.0,,42149.07975885,987.8161406477815,Industrial
399,18029,2.0,,89882.10339913,2177.8149603789498,Residencial
400,18029,2.0,,401643.015546705,3952.405006865987,Residencial
401,18029,2.0,,106078.5538502,2799.514130679897,Residencial
402,18029,2.0,,922473.83312718,9189.132990600458,Residencial
403,18029,2.0,,1376322.68743883,6091.718917890227,Residencial
404,18029,2.0,,45393.805174695,1012.8094620007965,Residencial
405,18029,2.0,,138324.698467375,2800.859389098129,Residencial
406,18029,2.0,,108955.231064285,2251.7653707598565,Residencial
407,18032,2.0,,111431.20938749,4819.9991852214325,Residencial
408,18032,2.0,,16123.745932225,563.3033036119224,Residencial
409,18034,2.0,,107050.87120502,2240.3189749109793,Residencial
410,18034,2.0,,144582.216013785,2446.2692687649037,Residencial
411,18035,5.0,SG-16,707.97856802,108.58580448935707,Sistemas Generales. Equipamientos
412,18035,5.0,SG-16,169.68434252,57.398761466375916,Sistemas Generales. Equipamientos
413,18035,2.0,NARILA,2001.706801135,177.99423479246502,Residencial
414,18035,4.0,SG-1,2024.319626075,190.91241413187058,Sistemas Generales. Espacios libres
415,18035,5.0,SG-11,9741.77102324,478.9144775137728,Sistemas Generales. Equipamientos
416,18035,2.0,YÁTOR,61715.98687515,2271.3711422328756,Residencial
417,18035,4.0,SG-4,448.183253085,84.19429358913247,Sistemas Generales. Espacios libres
418,18035,2.0,CÁDIAR,192179.995015905,6538.85518450018,Residencial
419,18035,5.0,SG-15,148.542420395,48.340459599667966,Sistemas Generales. Equipamientos
420,18035,4.0,SG-5,2102.699950355,215.64480802043917,Sistemas Generales. Espacios libres
421,18035,4.0,SG-3,1441.855973135,192.9801177921715,Sistemas Generales. Espacios libres
422,18035,4.0,SG-6,1116.4889248,207.47278705678363,Sistemas Generales. Espacios libres
423,18035,2.0,NARILA,33975.98523199,1033.5456462841414,Residencial
424,18035,4.0,SG-2,2661.885920775,365.4172122607551,Sistemas Generales. Espacios libres
425,18035,4.0,SG-8,1336.098917345,183.19763721130164,Sistemas Generales. Espacios libres
426,18035,4.0,SG-5,1082.814229165,130.05611321572874,Sistemas Generales. Espacios libres
427,18035,4.0,SG-9,439.90685849,103.43244961344956,Sistemas Generales. Espacios libres
428,18035,4.0,SG-1,6651.791303305,529.4463571689349,Sistemas Generales. Espacios libres
429,18035,4.0,SG-7,690.94852789,113.35846909768041,Sistemas Generales. Espacios libres
430,18035,5.0,SG-13,340.582782545,74.58596754132365,Sistemas Generales. Equipamientos
431,18035,4.0,SG-10,929.02401102,119.97830410115246,Sistemas Generales. Espacios libres
432,18035,5.0,SG-12,1826.889276925,216.90939443490063,Sistemas Generales. Equipamientos
433,18038,4.0,SGEL-04,279.91087368,76.24881395623228,Sistemas Generales. Espacios libres
434,18038,5.0,SG-EQ,173.9636465,72.78588272190838,Sistemas Generales. Equipamientos
435,18038,4.0,SGEL-01,2354.173789065,220.6689400556555,Sistemas Generales. Espacios libres
436,18038,5.0,SG-EQ,290.131081455,71.20925589045521,Sistemas Generales. Equipamientos
437,18038,4.0,SGEL-02a,1170.73027436,317.4215667611919,Sistemas Generales. Espacios libres
438,18038,4.0,SGEL-05,597.14349214,98.4488940264188,Sistemas Generales. Espacios libres
439,18038,5.0,SG-EQ,2102.445576025,204.97948484413752,Sistemas Generales. Equipamientos
440,18038,5.0,SG-EQ,9955.18622209,403.6153043919179,Sistemas Generales. Equipamientos
441,18038,4.0,SGEL-03,422.238820295,89.81484241205926,Sistemas Generales. Espacios libres
442,18038,2.0,,217199.198394545,5401.595772657599,Residencial
443,18038,4.0,SGEL-02b,3359.52284325,416.606319206899,Sistemas Generales. Espacios libres
444,18039,2.0,,1139734.1608286,14369.837907926107,Residencial
445,18040,2.0,,43779.44941928,1507.650686404043,Residencial
446,18042,2.0,,100753.1560469,5470.039009679753,Residencial
447,18045,2.0,,684700.617528105,8779.067149750521,Residencial
448,18046,2.0,,5056.20487002,289.8867612736107,Residencial
449,18046,2.0,,198150.109290805,3904.598266577825,Residencial
450,18046,2.0,,67762.75448192,1582.2129778817541,Residencial
451,18046,2.0,,148767.54919121,4405.9830627928395,Residencial
452,18046,5.0,SG-EQ-02,138.280983505,55.927789671073015,Sistemas Generales. Equipamientos
453,18046,2.0,,127375.26591091,4550.211809211114,Residencial
454,18047,5.0,SG-D2,3719.270240185,295.04636313125053,Sistemas Generales. Equipamientos
455,18047,4.0,SG-N,2230.486201925,294.69898998838136,Sistemas Generales. Espacios libres
456,18047,5.0,SG-A3,77.59780437,39.533015196747485,Sistemas Generales. Equipamientos
457,18047,5.0,SG-D5,797.340209895,123.03208393407218,Sistemas Generales. Equipamientos
458,18047,5.0,SG-A1,565.167247095,106.18087597770226,Sistemas Generales. Equipamientos
459,18047,5.0,SG-D1,1411.45109382,167.75397701252908,Sistemas Generales. Equipamientos
460,18047,5.0,SG-C1,1670.75551694,182.06279730645656,Sistemas Generales. Equipamientos
461,18047,5.0,SG-O1,11362.22546958,455.4857492903857,Sistemas Generales. Equipamientos
462,18047,5.0,SG-D3,7737.569408735,370.85210928744004,Sistemas Generales. Equipamientos
463,18047,2.0,,727539.52340425,22931.943571925443,Residencial
464,18047,6.0,,34469.11405984,10129.438413525062,Sistemas Generales. Infraestructuras
465,18047,4.0,SG-P-2,1473.715218815,179.52527694801387,Sistemas Generales. Espacios libres
466,18047,5.0,SG-A2,1473.045867275,150.34833074719486,Sistemas Generales. Equipamientos
467,18047,4.0,SG-P-1,13333.74687167,762.7841802962588,Sistemas Generales. Espacios libres
468,18047,4.0,SG-P-4,1112.14336475,180.62199085684085,Sistemas Generales. Espacios libres
469,18047,4.0,SG-P-3,5232.439079595,372.5954113443119,Sistemas Generales. Espacios libres
470,18047,5.0,SG-E1,301.841695085,70.08016112951128,Sistemas Generales. Equipamientos
471,18049,2.0,,260025.344087825,7344.325475578262,Residencial
472,18051,5.0,d4,2883.849072695,253.55926159993209,Sistemas Generales. Equipamientos
473,18051,4.0,v1,271.9569999,102.62512669254706,Sistemas Generales. Espacios libres
474,18051,5.0,d5,117.128290985,48.68538755057633,Sistemas Generales. Equipamientos
475,18051,4.0,v9,1123.997797645,335.25383024254853,Sistemas Generales. Espacios libres
476,18051,6.0,i1,139.4739075,41.91829614569452,Sistemas Generales. Infraestructuras
477,18051,6.0,i8,13.96122867,15.069120510530157,Sistemas Generales. Infraestructuras
478,18051,4.0,v3,161.362815715,79.27726225617846,Sistemas Generales. Espacios libres
479,18051,5.0,d1,111.898447365,51.970005332981806,Sistemas Generales. Equipamientos
480,18051,4.0,v5,520.35797824,106.80010040049153,Sistemas Generales. Espacios libres
481,18051,4.0,v10,251.692531955,137.54128912936412,Sistemas Generales. Espacios libres
482,18051,6.0,i12,14.452912735,15.142994017048716,Sistemas Generales. Infraestructuras
483,18051,5.0,d3,135.52844344,48.32029418981084,Sistemas Generales. Equipamientos
484,18051,5.0,d2,21.0645784,18.534018482018066,Sistemas Generales. Equipamientos
485,18051,6.0,i5,285.007714255,73.35601165746527,Sistemas Generales. Infraestructuras
486,18051,4.0,v6,584.208919425,110.53758259561732,Sistemas Generales. Espacios libres
487,18051,6.0,,91.63555406,44.412051119960665,Sistemas Generales. Infraestructuras
488,18051,5.0,d13,80.182148525,37.059364624947314,Sistemas Generales. Equipamientos
489,18051,4.0,v7,922.253232355,164.50103930941432,Sistemas Generales. Espacios libres
490,18051,4.0,v2,200.85812244,106.42515350899104,Sistemas Generales. Espacios libres
491,18051,5.0,d6,285.36479551,85.01399772807348,Sistemas Generales. Equipamientos
492,18051,4.0,v4,801.778030615,132.29675460661534,Sistemas Generales. Espacios libres
493,18051,6.0,i4,20.74364191,18.277529101842347,Sistemas Generales. Infraestructuras
494,18051,6.0,i9,15.287711795,15.643147218483342,Sistemas Generales. Infraestructuras
495,18051,4.0,v8,220.562723955,80.77778631005599,Sistemas Generales. Espacios libres
496,18051,5.0,d7,486.81050569,96.39718200863581,Sistemas Generales. Equipamientos
497,18051,5.0,d8,412.246378645,91.29622292389347,Sistemas Generales. Equipamientos
498,18051,2.0,,253266.364389555,8015.004678758797,Residencial
499,18053,2.0,,21629.288357975,794.5791806197486,Residencial
500,18053,4.0,EL-15,272.44076222,64.68113594401959,Sistemas Generales. Espacios libres
501,18053,4.0,EL-1,18290.98701112,806.3863969889256,Sistemas Generales. Espacios libres
502,18053,4.0,EL-5,188.741232375,64.45530330040816,Sistemas Generales. Espacios libres
503,18053,4.0,EL-14,303.12320567,68.2921233633745,Sistemas Generales. Espacios libres
504,18053,2.0,,18330.47288021,579.6221859345576,Residencial
505,18053,4.0,EL-9,845.038307995,117.27721920036308,Sistemas Generales. Espacios libres
506,18053,4.0,EC-2,639.942267855,156.51649589391604,Sistemas Generales. Espacios libres
507,18053,4.0,EL-1,455.41654062,105.3512895579289,Sistemas Generales. Espacios libres
508,18053,5.0,EC-1,451.411342615,90.58692220201954,Sistemas Generales. Equipamientos
509,18053,4.0,EL-10,563.42997481,101.89709357340364,Sistemas Generales. Espacios libres
510,18053,4.0,EL-11,353.91525832,84.56397603382933,Sistemas Generales. Espacios libres
511,18053,4.0,EL-11,716.75138252,114.29528559777988,Sistemas Generales. Espacios libres
512,18053,5.0,EC-7,12371.943864975,510.17720181427876,Sistemas Generales. Equipamientos
513,18053,4.0,EL-2,2983.215236595,260.67350865825836,Sistemas Generales. Espacios libres
514,18053,2.0,,383662.36889697,7531.6075709853185,Residencial
515,18053,5.0,EC-2,668.673606295,117.94895103193652,Sistemas Generales. Equipamientos
516,18053,4.0,EL-18,989.64546299,131.10495129426928,Sistemas Generales. Espacios libres
517,18053,4.0,EL-17,165.51433537,61.95842949512261,Sistemas Generales. Espacios libres
518,18053,5.0,EC-4,3373.835822885,238.70619728795114,Sistemas Generales. Equipamientos
519,18053,2.0,,122706.195263785,4019.559948087069,Residencial
520,18053,5.0,EC-2,212.95782874,61.77279312607919,Sistemas Generales. Equipamientos
521,18053,5.0,EC-2,2423.06560355,198.18135764208722,Sistemas Generales. Equipamientos
522,18053,4.0,EL-12,1271.228025675,174.51113933188245,Sistemas Generales. Espacios libres
523,18053,4.0,EL-6,222.876229095,70.11531713219004,Sistemas Generales. Espacios libres
524,18053,4.0,EL-5,8145.243993985,478.64211401494725,Sistemas Generales. Espacios libres
525,18053,4.0,EL-3,234.97901427,61.39834352376833,Sistemas Generales. Espacios libres
526,18053,4.0,EL-9,353.98080428,82.24786878952749,Sistemas Generales. Espacios libres
527,18053,4.0,EL-13,670.940078475,104.16102261930465,Sistemas Generales. Espacios libres
528,18053,4.0,EL-7,1131.2352436,140.39253128207085,Sistemas Generales. Espacios libres
529,18053,4.0,EL-7,350.043984905,80.03455012370199,Sistemas Generales. Espacios libres
530,18053,4.0,EL-8,461.01796039,93.73084351145621,Sistemas Generales. Espacios libres
531,18053,5.0,EC-3,598.936329385,122.0779441112085,Sistemas Generales. Equipamientos
532,18053,4.0,EL-8,1759.636597425,207.2539393554177,Sistemas Generales. Espacios libres
533,18053,5.0,EC-5,1170.349252305,137.6195822240134,Sistemas Generales. Equipamientos
534,18053,5.0,EC-1,116.04931854,43.340347410767194,Sistemas Generales. Equipamientos
535,18053,5.0,EC-1,2818.17961143,211.16067426590305,Sistemas Generales. Equipamientos
536,18053,5.0,EC-1,1127.093368245,140.43714549360055,Sistemas Generales. Equipamientos
537,18053,4.0,EL-4,13708.490496555,724.811191962533,Sistemas Generales. Espacios libres
538,18053,2.0,,124.34229199,46.24319438495483,Residencial
539,18053,4.0,EL-16,654.608823835,102.60134524284247,Sistemas Generales. Espacios libres
540,18053,4.0,EL-10,318.14353082,71.40482352309871,Sistemas Generales. Espacios libres
541,18053,5.0,EC-3,613.114704175,116.87358987519008,Sistemas Generales. Equipamientos
542,18053,4.0,EL-3,3872.27337252,403.1490493958317,Sistemas Generales. Espacios libres
543,18053,4.0,EL-6,2427.84126588,244.71940854061168,Sistemas Generales. Espacios libres
544,18053,4.0,EC-1,172.233947115,61.74452304170979,Sistemas Generales. Espacios libres
545,18053,2.0,,100676.6138676,3683.4171426211788,Residencial
546,18053,5.0,EC-6,4513.44262183,293.2904390767143,Sistemas Generales. Equipamientos
547,18053,2.0,,99408.719869935,3042.3773478165845,Residencial
548,18053,4.0,EL-4,973.601960475,147.35601328841068,Sistemas Generales. Espacios libres
549,18053,4.0,EL-2,1725.49881549,341.3034537060695,Sistemas Generales. Espacios libres
550,18053,2.0,,212688.32602229,5501.298973274078,Residencial
551,18054,5.0,EC-4,11030.039635345,428.6039085236989,Sistemas Generales. Equipamientos
552,18054,2.0,,125073.601122385,2987.4097548830355,Residencial
553,18054,2.0,,56179.6876229,1781.727921835131,Residencial
554,18054,5.0,EC-6,1281.745230095,212.49731379277281,Sistemas Generales. Equipamientos
555,18054,4.0,EL-1,8215.23920733,385.333451432778,Sistemas Generales. Espacios libres
556,18054,2.0,,6805.666654845,484.485169427491,Residencial
557,18054,5.0,EC-3,1760.278501935,225.3971204113824,Sistemas Generales. Equipamientos
558,18054,5.0,EC-1,1119.142711925,174.06832052951958,Sistemas Generales. Equipamientos
559,18054,2.0,,182012.261510835,4313.313320833909,Residencial
560,18054,5.0,EC-7,215.160310045,59.00896523366034,Sistemas Generales. Equipamientos
561,18054,5.0,EC-5,194.741078095,55.903254635560096,Sistemas Generales. Equipamientos
562,18054,5.0,EC-8,616.60897351,119.53013925469413,Sistemas Generales. Equipamientos
563,18054,2.0,,28137.34064801,881.8419289795557,Residencial
564,18056,2.0,,1446821.41796356,26160.163925939352,Residencial
565,18061,2.0,,125325.55732913,4505.747447204485,Residencial
566,18061,4.0,EL-2,1627.42173339,230.03484919452825,Sistemas Generales. Espacios libres
567,18061,5.0,EQ-2,950.020911565,142.82092546053767,Sistemas Generales. Equipamientos
568,18061,5.0,EQ-3,8579.13719144,448.40494426640663,Sistemas Generales. Equipamientos
569,18061,1.0,,1795.89209534,196.57459706575682,Industrial
570,18061,5.0,EQ-14,96.491096145,41.54731942000627,Sistemas Generales. Equipamientos
571,18061,1.0,,10344.600459,745.0295153620848,Industrial
572,18061,5.0,EQ-11,1274.40996688,253.01853545214246,Sistemas Generales. Equipamientos
573,18061,5.0,EQ-4 EQ-5,441.400397125,90.80125348895949,Sistemas Generales. Equipamientos
574,18061,6.0,,2550.04679944,2211.3367731288154,Sistemas Generales. Infraestructuras
575,18061,1.0,,1251.92587292,153.80635298772867,Industrial
576,18061,4.0,EL-3,707.6009086,162.40596602029322,Sistemas Generales. Espacios libres
577,18061,4.0,EL-4,733.63068424,191.83801342630514,Sistemas Generales. Espacios libres
578,18061,5.0,EQ-1,2657.832977665,209.45780496954217,Sistemas Generales. Equipamientos
579,18061,5.0,EQ-15,548.85987411,106.76231589278372,Sistemas Generales. Equipamientos
580,18061,5.0,EQ-6 EQ-7,6119.75995897,316.8621652028025,Sistemas Generales. Equipamientos
581,18061,6.0,,5239.261682125,4152.413474235026,Sistemas Generales. Infraestructuras
582,18061,5.0,EQ-13,16737.14462417,528.2474800027722,Sistemas Generales. Equipamientos
583,18061,5.0,EQ-12,2346.67427912,212.6526895685442,Sistemas Generales. Equipamientos
584,18061,1.0,,28715.577268965,818.824558535299,Industrial
585,18061,2.0,EQ-12,277403.16100397,8115.970760944335,Residencial
586,18062,4.0,SG-EL-08,2220.94875498,210.32073146066563,Sistemas Generales. Espacios libres
587,18062,5.0,SG-EQ-01,12672.911709685,473.106170691776,Sistemas Generales. Equipamientos
588,18062,5.0,SG-EQ-08,4140.24615878,294.9062782418593,Sistemas Generales. Equipamientos
589,18062,5.0,SG-EQ-03,1281.749619135,194.93220480342995,Sistemas Generales. Equipamientos
590,18062,5.0,SG-EQ-11,2267.745877255,190.42631420473447,Sistemas Generales. Equipamientos
591,18062,4.0,SG-EL-07,1575.54328868,164.7821329942815,Sistemas Generales. Espacios libres
592,18062,4.0,SG-EL-05,2099.03903089,549.8443207375302,Sistemas Generales. Espacios libres
593,18062,4.0,SG-EL-01,465.032594475,87.46901608147152,Sistemas Generales. Espacios libres
594,18062,5.0,SG-EQ-04,600.39602425,104.1960384761794,Sistemas Generales. Equipamientos
595,18062,6.0,SG-INF-01,825.911146635,117.80683201116236,Sistemas Generales. Infraestructuras
596,18062,5.0,SG-EQ-09,6798.939372415,464.51765370650503,Sistemas Generales. Equipamientos
597,18062,5.0,SG-EQ-02,1841.381661405,213.95638684882078,Sistemas Generales. Equipamientos
598,18062,4.0,SG-EL-04,10030.37514607,2034.5603524854314,Sistemas Generales. Espacios libres
599,18062,5.0,SG-EQ-05,15899.96219465,589.6786276018044,Sistemas Generales. Equipamientos
600,18064,2.0,,228151.157331245,2990.688969227684,Residencial
601,18064,2.0,,2770.46992674,210.76184067554587,Residencial
602,18065,4.0,,132.95753807,101.97178750386573,Sistemas Generales. Espacios libres
603,18065,5.0,,2624.3007006,229.61004632938094,Sistemas Generales. Equipamientos
604,18065,5.0,,16164.16534537,525.5304352500822,Sistemas Generales. Equipamientos
605,18065,1.0,,5862.93761761,442.8990431235403,Industrial
606,18065,5.0,,8319.62992591,357.0824186952299,Sistemas Generales. Equipamientos
607,18065,5.0,,374.523884745,79.00459662953433,Sistemas Generales. Equipamientos
608,18065,5.0,,711.67402757,122.93518686524725,Sistemas Generales. Equipamientos
609,18065,2.0,,202944.203523435,5111.706647654579,Residencial
610,18065,5.0,,316.24717615,71.07517120529143,Sistemas Generales. Equipamientos
611,18065,4.0,,201.173857315,55.52692581535354,Sistemas Generales. Espacios libres
612,18065,5.0,,182.436000845,53.218670491224714,Sistemas Generales. Equipamientos
613,18065,4.0,,1511.52770959,219.13318445865173,Sistemas Generales. Espacios libres
614,18066,5.0,E-12,2127.92455099,185.15323266467612,Sistemas Generales. Equipamientos
615,18066,4.0,,7500.736968165,658.7552833800305,Sistemas Generales. Espacios libres
616,18066,5.0,E-6,5897.16790302,328.1471633714802,Sistemas Generales. Equipamientos
617,18066,5.0,E-4,4970.908455145,408.8405624274201,Sistemas Generales. Equipamientos
618,18066,5.0,E-12,2780.48472962,227.8963551902779,Sistemas Generales. Equipamientos
619,18066,5.0,E-3,462.604634195,97.63907687775243,Sistemas Generales. Equipamientos
620,18066,5.0,E-9,269.74587344,65.90243277749506,Sistemas Generales. Equipamientos
621,18066,5.0,E-7,304.166517635,87.09823904736044,Sistemas Generales. Equipamientos
622,18066,5.0,E-8,1025.641353145,132.1701743806224,Sistemas Generales. Equipamientos
623,18066,5.0,,2533.174502885,210.13310635363598,Sistemas Generales. Equipamientos
624,18066,5.0,E-1,265.13105196,66.43624044347439,Sistemas Generales. Equipamientos
625,18067,2.0,,67389.79840357,1678.59928405597,Residencial
626,18068,2.0,,1278853.553210095,14959.610106891287,Residencial
627,18068,3.0,,2158.19008749,216.48803527157898,Terciario
628,18068,3.0,,2635.496563005,235.87486309994972,Terciario
629,18068,3.0,,871.959862095,139.46648579130678,Terciario
630,18068,2.0,,790.213406915,387.12915585529265,Residencial
631,18068,3.0,,10976.73440454,371.6018356247567,Terciario
632,18068,3.0,,6853.91648949,355.6631076573874,Terciario
633,18068,3.0,,4669.306408545,292.7373899072439,Terciario
634,18068,3.0,,1647.0166346,164.43428619888562,Terciario
635,18068,5.0,,1825.26988666,172.44313222115153,Sistemas Generales. Equipamientos
636,18068,3.0,,1728.396474465,192.27685009456513,Terciario
637,18069,2.0,,231185.95518309,3707.039228554433,Residencial
638,18070,2.0,,36361.038294535,1252.5687961787453,Residencial
639,18071,1.0,,12562.34200518,465.69570286104556,Industrial
640,18071,5.0,SGEQ,10607.603895395,491.1499687857117,Sistemas Generales. Equipamientos
641,18071,4.0,SGEL-02,7037.56875938,610.9705027613363,Sistemas Generales. Espacios libres
642,18071,5.0,SGEQ,11544.209254345,503.9118263931602,Sistemas Generales. Equipamientos
643,18071,1.0,,19386.004878785,665.9469299503041,Industrial
644,18071,1.0,,74330.600860515,1666.7433279652096,Industrial
645,18071,2.0,,1066737.592864735,22615.52487161055,Residencial
646,18071,5.0,SGEQ,1813.337297675,193.5527175332495,Sistemas Generales. Equipamientos
647,18071,5.0,SGEQ,1511.38932911,166.19494215670062,Sistemas Generales. Equipamientos
648,18071,1.0,,1798.711870075,210.46239636209248,Industrial
649,18071,1.0,,3464.375740295,262.7836489479797,Industrial
650,18071,1.0,,14691.933334375,590.5745934381775,Industrial
651,18071,5.0,SGEQ,6228.17317305,323.89922320141477,Sistemas Generales. Equipamientos
652,18071,1.0,,25725.14955786,1107.9325821973416,Industrial
653,18071,5.0,SGEQ,1209.84046659,146.1271130786651,Sistemas Generales. Equipamientos
654,18071,5.0,SGEQ,5911.770152135,315.3448262865644,Sistemas Generales. Equipamientos
655,18071,4.0,SGEL-01,1090.682148465,140.61867974160606,Sistemas Generales. Espacios libres
656,18071,5.0,SGEQ,13680.118219305,498.07999804507506,Sistemas Generales. Equipamientos
657,18071,5.0,SGEQ,150.6884404,51.755223821365824,Sistemas Generales. Equipamientos
658,18071,5.0,SGEQ,4974.668633645,349.7779626102158,Sistemas Generales. Equipamientos
659,18072,2.0,,245145.64353299,3171.3765731221783,Residencial
660,18074,5.0,EQ-02,1888.32785694,180.15682475363408,Sistemas Generales. Equipamientos
661,18074,2.0,,93631.248377615,2358.889110073879,Residencial
662,18074,5.0,EQ-04,785.98056329,113.08144582975562,Sistemas Generales. Equipamientos
663,18074,5.0,EQ-05,94.063827015,47.54905240088319,Sistemas Generales. Equipamientos
664,18074,4.0,EL-01,763.88158058,115.61453660677863,Sistemas Generales. Espacios libres
665,18074,5.0,EQ-03,1536.209551165,164.86178173356842,Sistemas Generales. Equipamientos
666,18076,2.0,,213309.89636391,3420.2481368961676,Residencial
667,18076,2.0,,6762.950450615,363.1616371804295,Residencial
668,18078,4.0,,103.29594752,47.15311207085307,Sistemas Generales. Espacios libres
669,18078,4.0,,1033.04226563,203.91176699610244,Sistemas Generales. Espacios libres
670,18078,5.0,,314.83994089,98.20590797302381,Sistemas Generales. Equipamientos
671,18078,5.0,,2991.154336075,282.38078263553956,Sistemas Generales. Equipamientos
672,18078,2.0,,157318.997557605,4709.848562558762,Residencial
673,18078,4.0,,87.397660565,41.511612726583785,Sistemas Generales. Espacios libres
674,18078,4.0,,253.67682413,69.94876880095318,Sistemas Generales. Espacios libres
675,18078,4.0,,137.71677463,56.99793327698263,Sistemas Generales. Espacios libres
676,18078,4.0,,528.14940632,92.98914973078867,Sistemas Generales. Espacios libres
677,18078,4.0,,636.640009905,105.88327748096513,Sistemas Generales. Espacios libres
678,18078,4.0,,617.538427365,104.46357066055745,Sistemas Generales. Espacios libres
