codigo_ine,municipio,poblacion_2025,n_poligonos_residenciales,superficie_residencial_m2,superficie_residencial_ha,superficie_media_poligono_m2,superficie_mediana_poligono_m2,superficie_max_poligono_m2,perimetro_total_m,suelo_residencial_m2_por_hab,municipio_key,area_m2_SUNC,area_m2_Urbanizable,area_m2_desarrollo,sunc_m2_por_hab,urbanizable_m2_por_hab,comarca,precio_venta_eur_m2,precio_alquiler_eur_m2_mes,poblacion_aprox,tipo_dato,fuente,fecha,reserva_suelo_hab,indice_expansion,densidad_residencial,poblacion_2025_norm,precio_venta_eur_m2_norm,precio_alquiler_eur_m2_mes_norm,suelo_residencial_m2_por_hab_norm,reserva_suelo_hab_norm,indice_expansion_norm,densidad_residencial_norm,precio_venta_score,precio_alquiler_score,coopscore,factor_escala
18149,Villa de Otura,7696,,,,,,,,210.45425625247583,VILLA DE OTURA,375443.0,387867.0,763310.0,48.7841735966736,50.39851871101871,,785.0,8.64,,,,,99.1826923076923,0.0,47.516375807072556,0.032317521681862506,0.12466436517069429,0.5993623804463337,0.13612467717814927,0.05248963977213996,0.0,0.04636873289466367,0.8753356348293058,0.4006376195536663,13.278305858950192,8.948585921534317
18105,Iznalloz,5179,2.0,689562.75089145,68.956275089145,344781.375445725,344781.375445725,621235.30667966,21264.060761602774,133.14592602653985,IZNALLOZ,337047.0,199976.0,537023.0,65.07955203707279,38.61285962541031,Poniente Granadino,680.0,8.64,5800.0,E,Estimación por comarca/tipología,2026-05,103.69241166248311,0.7787877162821654,75.10556498744624,0.02155356745753434,0.08438818565400841,0.5993623804463337,0.08328438857460242,0.05487628142199622,0.07813611605572629,0.0777745355143899,0.9156118143459916,0.4006376195536663,13.162921211191088,8.55256033525353
18067,Diezma,829,1.0,67389.79840357,6.7389798403570005,67389.79840357,67389.79840357,67389.79840357,1678.59928405597,81.29046852059108,DIEZMA,107550.0,194020.0,301570.0,129.73462002412546,234.0410132689988,,785.0,8.64,,,,,363.77563329312426,4.475009677192093,123.01565216673558,0.0029507860209719633,0.12466436517069429,0.5993623804463337,0.04784115325603596,0.19251798378493168,0.44897970034351836,0.13231237392672762,0.8753356348293058,0.4006376195536663,13.064779840520778,6.721425700790643
18145,Ogíjares,15239,,,,,,,,210.45425625247583,OGIJARES,,,0.0,,,Área Metropolitana,1695.0,7.57,14800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,47.516375807072556,0.06457517234300963,0.4737245876486383,0.485653560042508,0.13612467717814927,0.0,0.0,0.04636873289466367,0.5262754123513618,0.514346439957492,13.041817790794722,9.631678829240638
18098,Huéscar,7241,,,,,,,,210.45425625247583,HUESCAR,,,0.0,,,Comarca de Baza,620.0,8.64,7400.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,47.516375807072556,0.030371713508612876,0.06137322593018796,0.5993623804463337,0.13612467717814927,0.0,0.0,0.04636873289466367,0.938626774069812,0.4006376195536663,13.034904707108161,8.887652690325586
18079,Fuente Vaqueros,4743,1.0,697791.062137475,69.7791062137475,697791.062137475,697791.062137475,697791.062137475,24159.85901318227,147.12019020397955,FUENTE VAQUEROS,344578.07861329,392787.0,737365.07861329,72.6498162794202,82.81404174573055,Vega de Granada,863.0,8.64,2700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,155.46385802515076,1.0567132751093025,67.97163588583713,0.019689012812398432,0.1545838128116609,0.5993623804463337,0.09283580625494955,0.08227485779486537,0.1060205103076533,0.06965371805203263,0.8454161871883391,0.4006376195536663,12.990788951039551,8.464635940677562
18111,Jun,4103,,,,,,,,210.45425625247583,JUN,44165.05078125,1151385.51953125,1195550.5703125,10.7640874436388,280.6204044677675,Área Metropolitana,920.0,8.64,3200.0,E,Estimación por comarca/tipología,2026-05,291.3844919114063,0.0,47.516375807072556,0.016952051865409944,0.17644802454929037,0.5993623804463337,0.13612467717814927,0.15420701595969422,0.0,0.04636873289466367,0.8235519754507097,0.4006376195536663,12.713242130878738,8.319717386850606
18911,Vegas del Genil,12424,3.0,1945911.3832433552,194.5911383243356,648637.1277477851,507042.1827857,1126050.49204845,30172.43202648499,156.6251918257691,VEGAS DEL GENIL,235132.89038087,386047.8828125,621180.77319337,18.92569948332824,31.07275296301513,Área Metropolitana,1323.0,8.64,4700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,49.998452446343364,0.3192235671893828,63.84668956143443,0.05253682067773996,0.33103183736095126,0.5993623804463337,0.09933248038314127,0.02646026939792491,0.032027841698257356,0.06495813786538063,0.6689681626390487,0.4006376195536663,12.685462010182567,9.427465850964829
18059,Chauchina,5817,1.0,940580.76074009,94.058076074009,940580.76074009,940580.76074009,940580.76074009,19400.21415153733,161.69516258210243,CHAUCHINA,60825.0,173500.0,234325.0,10.456420835482207,29.82637098160564,Vega de Granada,720.0,8.64,2000.0,E,Estimación por comarca/tipología,2026-05,40.28279181708785,0.24912799600070795,61.84476913415634,0.02428197540156349,0.09973149213655541,0.5993623804463337,0.102797808339304,0.02131853030300388,0.024995122035526656,0.06267927720773508,0.9002685078634446,0.4006376195536663,12.596905829014418,8.668711839055147
18013,Alhama de Granada,5544,5.0,861031.63177184,86.103163177184,172206.326354368,32031.06669603,621286.61306241,18792.36401798147,155.30873588958153,ALHAMA DE GRANADA,53663.04052737,269010.4482422,322673.48876957,9.679480614604978,48.52280812449495,Alhama,753.0,8.64,6500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,58.20228873909993,0.37475218895915485,64.38787839410148,0.023114490497613712,0.11238971998465669,0.5993623804463337,0.09843268198627116,0.03080191814466903,0.03759905288239144,0.06557419329012043,0.8876102800153434,0.4006376195536663,12.591205829084043,8.620651899784468
