codigo_ine,municipio,poblacion_2025,superficie_residencial_m2,n_poligonos,superficie_media_poligono,precio_m2,fuente,anio,superficie_residencial_ha,cluster,suelo_por_habitante,score_poblacion,score_superficie,score_suelo_hab,coopscore_v1,oportunidad,log_poblacion,score_log_poblacion,coopscore_v2,PCA1,PCA2
18141,Murtas,431,167292.51562743,3,55764.17187581,,,,16.729251562743,1,388.14968823069603,0.0038217201092877852,0.03845490926008388,0.2575796081256946,9.380236217452826,Baja,6.068425588244111,0.13205667309377822,13.06767895099643,-0.6508355962002492,0.5005725249626716
18117,Lanteira,533,157319.31525137,2,78659.657625685,,,,15.731931525136998,1,295.15818996504686,0.005531437000284954,0.03572649246723632,0.1940198650595503,7.41559876048451,Baja,6.280395838960195,0.1693642532495796,12.875493992825213,-0.8179994978897613,0.21422972326935877
18078,Freila,960,157318.997557605,1,157318.997557605,,,,15.7318997557605,1,163.87395578917187,0.012688781240047606,0.035726405554212345,0.10428701476159423,4.9383301022177495,Baja,6.8679744089702925,0.2727803435944658,14.76881330721592,-0.951249267085524,-0.0908916739578594
18002,Alamedilla,518,150962.6123494,1,150962.6123494,,,,15.09626123494,1,291.4336145741313,0.005280008045726546,0.0339874584269186,0.19147411561694208,7.262122046956803,Baja,6.251903883165888,0.16434955934323803,12.550396309095223,-0.9917275077327861,-0.0689523693110463
18015,Alicún de Ortega,461,145957.386680535,1,145957.386680535,,,,14.595738668053501,1,316.6103832549566,0.0043245780184046,0.03261815456737678,0.20868245163081753,7.694937072171734,Baja,6.135564891081739,0.14387344886187603,12.113634655103667,-1.0002260303559491,-0.06403253374919408
18909,Morelábor,588,141721.35829077,2,70860.679145385,,,,14.172135829077,1,241.02271818158164,0.006453343166999112,0.031459283737772556,0.15701823865826248,6.16251880426875,Baja,6.3784261836515865,0.18661797130633428,12.491249749531972,-0.8257999181088297,0.21968557277391385
18106,Játar,631,132592.931390455,3,44197.64379681833,,,,13.2592931390455,1,210.13142851102216,0.007174106170066545,0.0289619757214926,0.13590402422939474,5.450822940843542,Baja,6.448889394146858,0.19901976761834828,12.372060460721041,-0.6619524631830093,0.5094134050618768
18032,Bubión,305,127554.955319715,2,63777.4776598575,,,,12.7554955319715,1,418.21296826136063,0.0017097168909971676,0.02758371217568369,0.2781278774848564,9.498476318302956,Baja,5.723585101952381,0.0713634199611679,10.773163661717057,-0.8596255625110396,0.23877568044603378
18128,Marchal,437,126994.366815865,1,126994.366815865,,,,12.6994366815865,1,290.6049583887071,0.003922291691111149,0.02743034926005902,0.1909077286329914,6.9421145801254385,Baja,6.082218910376446,0.13448435088973532,11.112129475516264,-1.0170071816471897,-0.05354209219751893
18077,Fornes,526,121467.22449909,1,121467.22449909,,,,12.146722449909001,1,230.92628231766162,0.005414103488157696,0.02591826213206482,0.15011731888211974,5.702673156390916,Baja,6.267200548541362,0.16704183133746398,11.34174540017382,-1.014188493273843,-0.05455978359160696
18148,Otívar,1011,115347.563983745,1,115347.563983745,,,,11.5347563983745,1,114.09254597798714,0.013543639685546189,0.024244076927015346,0.07026139224682994,3.483914035051898,Baja,6.919683849847411,0.2818814042565996,13.880333668880269,-0.9800290869198965,-0.07209311383723992
18174,Santa Cruz del Comercio,523,109734.688251415,2,54867.3441257075,,,,10.9734688251415,1,209.817759562935,0.005363817697246015,0.02270853529275554,0.13568963132122486,5.139944882264348,Baja,6.261491684321042,0.1660370492570602,10.828521488559472,-0.8560753176911118,0.23842159775809094
18042,Capileira,590,100753.1560469,1,100753.1560469,,,,10.07531560469,1,170.76806109644068,0.006486867027606899,0.020251413970785174,0.10899913974262394,4.274636761938332,Baja,6.3818160174060985,0.1872145950970976,10.922361786426984,-1.0252734866388626,-0.04693064497334409
18037,Calicasas,687,99749.0259639,1,99749.0259639,,,,9.97490259639,1,145.1950887393013,0.008112774267084597,0.01997670923435603,0.09151999828590636,3.78805154596397,Baja,6.5337888379333435,0.213962396565321,11.545680642962962,-1.0182694361588822,-0.05054709667290508
18074,Ferreira,297,93631.248377615,1,93631.248377615,,,,9.3631248377615,1,315.25672854415825,0.001575621448566017,0.018303039151340947,0.20775722784989903,7.01210704500759,Baja,5.697093486505405,0.0667007936567412,8.502568812814056,-1.0543843851208745,-0.030934552735931316
18120,Lentegí,368,90275.07269731,1,90275.07269731,,,,9.027507269731,1,245.31269754703803,0.0027657185001424764,0.017384873894391768,0.15995044204580797,5.576879772154184,Baja,5.910796644040527,0.1043133720839291,8.779766520806076,-1.0513108697228648,-0.03227242500647448
18103,Ítrabo,1022,89927.43569842,1,89927.43569842,,,,8.992743569842,1,87.99162005716242,0.013728020918889021,0.01728976915470726,0.052421394222742786,2.6760732204372446,Baja,6.930494765951626,0.28378416711012777,13.267043460388436,-0.9990570077025841,-0.059863379572420494
18179,Torvizcón,608,76505.15265463,1,76505.15265463,,,,7.650515265463,1,125.83084318195723,0.006788581773076987,0.013617770089799537,0.07828452520235067,3.096904012854811,Baja,6.411818267709897,0.19249510665134673,10.13353934925562,-1.042821084486722,-0.035583532501184734
18151,Pampaneira,312,73979.63278469,3,24659.877594896665,,,,7.397963278469,1,237.11420764323717,0.0018270504031244238,0.012926851371235025,0.15434676943557268,5.202288650010313,Baja,5.746203190540153,0.07534429062631398,7.324880658935102,-0.733484362960897,0.5522319593927422
18181,Turón,203,71872.337600865,1,71872.337600865,,,,7.1872337600864995,1,354.0509241421921,0.0,0.012350348408270758,0.23427308306953282,7.522206428416814,Baja,5.318119993844216,0.0,6.289089271027796,-1.0789776023884428,-0.01607588793445452
18067,Diezma,829,67389.79840357,1,67389.79840357,,,,6.7389798403570005,1,81.29046852059108,0.010492968370237516,0.011124038421573314,0.04784115325603596,2.1949851856511366,Baja,6.721425700790643,0.24698720678082653,11.464858447389027,-1.0322114035992829,-0.04041286346987644
18124,Lújar,491,66468.25974254,1,66468.25974254,,,,6.646825974254,1,135.37323776484726,0.004827435927521413,0.010871928620987334,0.08480675744116924,3.1239029459002126,Baja,6.198478716492308,0.15494652433583345,8.698547411197126,-1.0600797869157013,-0.025603293960338665
18001,Agrón,247,62405.076949095,1,62405.076949095,,,,6.2405076949095,1,252.65213339714575,0.0007375249333713271,0.00976034399939927,0.1649669507114783,5.36154802932146,Baja,5.5134287461649825,0.03437509229583424,5.8407894995993015,-1.0828593635508807,-0.013215180458561123
18109,Jete,990,59455.679772265,1,59455.679772265,,,,5.9455679772265,1,60.05624219420707,0.013191639149164418,0.00895346311035618,0.033327547230915286,1.7537141158166383,Baja,6.898714534329988,0.2781907239991781,12.274188849602472,-1.0254953841282262,-0.04328498214764709
18916,Torrenueva Costa,3207,53930.946176565,5,10786.189235313,,,,5.3930946176565,0,16.816634292661366,0.05035283863289696,0.0074420349478677835,0.003773250120312829,1.921464060511005,Baja,8.073402968986406,0.4849404107405333,19.75241890580453,-0.181587488032556,1.013330711526696
18040,Cáñar,424,43779.44941928,1,43779.44941928,,,,4.377944941928,1,103.2534184416981,0.003704386597160529,0.004664840749343508,0.06285284228133066,2.183310496328476,Baja,6.052089168924417,0.12918140040259019,6.901846499363898,-1.0832328759185745,-0.011426411995236526
18070,Dúdar,382,36361.038294535,1,36361.038294535,,,,3.6361038294535,1,95.18596412181937,0.0030003855243969898,0.0026353500416678244,0.05733873256880049,1.9155875444626376,Baja,5.948034989180646,0.11086746418643445,5.960404133135764,-1.0924168993833412,-0.0059380527645234125
18176,Soportújar,260,26728.025444185,1,26728.025444185,,,,2.6728025444185,1,102.80009786225,0.0009554300273219461,0.0,0.06254299740202775,1.9049528228804906,Baja,5.564520407322694,0.043367421349062685,3.298271789013201,-1.1097608218803552,0.00405272522782674
